Currency,Date,Buy Rate,Sell Rate
EUR,3/23/2022,306.3298,317.3463
EUR,3/22/2022,302.6655,313.5667
EUR,3/21/2022,295.9442,306.7773
EUR,3/18/2022,296.9913,307.8427
EUR,3/16/2022,293.6823,304.4733
EUR,3/15/2022,288.096,298.7944
EUR,3/14/2022,276.3497,286.8405
EUR,3/11/2022,278.2912,288.8135
EUR,3/10/2022,279.674,290.2202
EUR,3/9/2022,245.4592,255.3784
EUR,3/8/2022,244.4805,254.3786
EUR,3/7/2022,214.9646,224.349
EUR,3/4/2022,218.9132,228.3663
EUR,3/3/2022,220.0013,229.4752
EUR,3/2/2022,220.5885,230.0719
EUR,2/28/2022,221.5469,231.0473
EUR,2/25/2022,222.1528,231.6635
EUR,2/24/2022,223.8654,233.4064
EUR,2/23/2022,224.7355,234.292
EUR,2/22/2022,224.1836,233.7302
EUR,2/21/2022,225.188,234.7525
EUR,2/18/2022,225.4014,234.9703
EUR,2/17/2022,226.6952,235.2686
EUR,2/15/2022,224.2805,232.8288
EUR,2/14/2022,224.9871,233.5469
EUR,2/11/2022,226.0938,234.6727
EUR,2/10/2022,226.4561,235.0427
EUR,2/9/2022,226.47,235.0588
EUR,2/8/2022,226.655,235.2451
EUR,2/7/2022,226.8096,235.4015
EUR,2/3/2022,224.0962,232.6414
EUR,2/2/2022,223.6185,232.1549
EUR,2/1/2022,222.6575,231.1765
EUR,1/31/2022,220.9993,229.5271
EUR,1/28/2022,220.7904,229.3146
EUR,1/27/2022,222.4859,231.0402
EUR,1/26/2022,223.9675,232.5482
EUR,1/25/2022,224.1427,232.7243
EUR,1/24/2022,224.4946,233.0845
EUR,1/21/2022,224.1121,232.9417
EUR,1/20/2022,224.9587,233.8008
EUR,1/19/2022,224.2415,233.0732
EUR,1/18/2022,226.1464,235.0108
EUR,1/13/2022,226.6307,235.5041
EUR,1/12/2022,225.2398,234.0892
EUR,1/11/2022,224.6494,233.4879
EUR,1/10/2022,224.7741,233.6141
EUR,1/7/2022,223.8242,232.6478
EUR,1/6/2022,224.0627,232.8909
EUR,1/5/2022,223.5556,232.3746
EUR,1/4/2022,223.9533,232.7795
EUR,1/3/2022,224.8891,233.7299
EUR,12/31/2021,224.1969,233.0274
EUR,12/30/2021,224.719,233.5588
EUR,12/29/2021,223.8536,232.6785
EUR,12/28/2021,224.222,233.0526
EUR,12/27/2021,224.1772,233.007
EUR,12/24/2021,224.3262,233.159
EUR,12/23/2021,224.5848,233.4221
EUR,12/22/2021,223.4812,232.2985
EUR,12/21/2021,223.4558,232.2737
EUR,12/20/2021,222.6061,231.4079
EUR,12/17/2021,224.2367,233.0679
EUR,12/16/2021,223.6311,232.2025
EUR,12/15/2021,223.133,231.6973
EUR,12/14/2021,223.4659,232.0365
EUR,12/13/2021,223.9254,232.5001
EUR,12/10/2021,223.7761,232.3484
EUR,12/9/2021,224.512,233.0972
EUR,12/8/2021,223.478,232.0446
EUR,12/7/2021,223.4676,232.0348
EUR,12/6/2021,223.6718,232.2319
EUR,12/3/2021,223.7719,232.3325
EUR,12/2/2021,224.5024,233.0767
EUR,12/1/2021,224.2742,232.8435
EUR,11/30/2021,223.741,232.495
EUR,11/29/2021,223.5286,232.0843
EUR,11/26/2021,222.166,230.698
EUR,11/25/2021,221.9868,230.516
EUR,11/24/2021,222.2149,230.5969
EUR,11/23/2021,222.057,230.4339
EUR,11/22/2021,222.8666,231.2595
EUR,11/19/2021,224.5665,232.9907
EUR,11/17/2021,223.8524,232.2625
EUR,11/16/2021,224.9662,233.3976
EUR,11/15/2021,226.536,234.9941
EUR,11/12/2021,226.1229,234.5744
EUR,11/11/2021,226.9186,235.3839
EUR,11/10/2021,229.1363,237.6407
EUR,11/9/2021,229.022,237.5242
EUR,11/8/2021,228.4601,236.9525
EUR,11/5/2021,228.3609,236.8511
EUR,11/3/2021,228.9785,237.4803
EUR,11/2/2021,229.3023,237.8099
EUR,11/1/2021,228.4948,236.988
EUR,10/29/2021,230.912,239.4467
EUR,10/28/2021,229.3288,237.8393
EUR,10/27/2021,229.3653,237.8732
EUR,10/26/2021,229.4498,237.9593
EUR,10/25/2021,230.2,238.7239
EUR,10/22/2021,229.9368,238.4554
EUR,10/21/2021,230.5428,239.0733
EUR,10/18/2021,229.2004,237.7058
EUR,10/15/2021,229.3297,237.8372
EUR,10/14/2021,229.2013,237.7061
EUR,10/13/2021,228.4499,236.9426
EUR,10/12/2021,228.3454,236.8363
EUR,10/11/2021,228.8433,237.3418
EUR,10/8/2021,228.5097,237.0032
EUR,10/7/2021,228.4401,236.9323
EUR,10/6/2021,229.1761,237.6812
EUR,10/5/2021,229.4595,237.9696
EUR,10/4/2021,229.3458,237.8526
EUR,10/1/2021,228.7623,237.2622
EUR,9/30/2021,229.4296,237.9393
EUR,9/29/2021,230.9459,239.4829
EUR,9/28/2021,231.0902,239.6296
EUR,9/27/2021,231.8062,240.3582
EUR,9/24/2021,232.1648,240.7221
EUR,9/23/2021,231.2346,239.7761
EUR,9/22/2021,231.921,240.4743
EUR,9/21/2021,232.0651,240.621
EUR,9/17/2021,232.6144,241.1797
EUR,9/16/2021,233.7081,242.2932
EUR,9/15/2021,233.5417,242.124
EUR,9/14/2021,233.4671,242.0481
EUR,9/13/2021,233.3925,241.9723
EUR,9/10/2021,233.7556,242.3416
EUR,9/9/2021,233.72,242.3068
EUR,9/8/2021,234.2577,242.8528
EUR,9/7/2021,234.9138,243.5209
EUR,9/6/2021,263.5472,273.5229
EUR,9/3/2021,249.5352,259.009
EUR,9/2/2021,248.8222,258.085
EUR,9/1/2021,237.897,245.8991
EUR,8/31/2021,235.5881,244.4379
EUR,8/30/2021,233.1744,241.3938
EUR,8/27/2021,232.3994,240.3678
EUR,8/26/2021,232.3467,240.5553
EUR,8/25/2021,232.4621,239.7589
EUR,8/24/2021,232.4802,239.7746
EUR,8/23/2021,230.8826,238.5628
EUR,8/20/2021,230.3613,237.8147
EUR,8/19/2021,230.2697,237.7183
EUR,8/18/2021,231.2632,238.3625
EUR,8/17/2021,232.022,239.3115
EUR,8/16/2021,232.8484,239.6734
EUR,8/13/2021,231.7755,238.5758
EUR,8/12/2021,231.3935,238.4798
EUR,8/11/2021,230.5287,238.1012
EUR,8/10/2021,231.3193,238.3962
EUR,8/9/2021,231.7586,238.8505
EUR,8/6/2021,233.0296,240.154
EUR,8/5/2021,233.2523,240.38
EUR,8/4/2021,234.0004,241.1405
EUR,8/3/2021,234.02,241.165
EUR,8/2/2021,233.9366,241.08
EUR,7/30/2021,233.6903,241.3205
EUR,7/29/2021,233.6481,240.7736
EUR,7/28/2021,233.0575,240.1782
EUR,7/27/2021,232.6615,239.7727
EUR,7/26/2021,231.6099,239.2056
EUR,7/22/2021,232.006,239.6001
EUR,7/20/2021,232.5223,239.6311
EUR,7/19/2021,232.6338,239.7443
EUR,7/16/2021,232.7983,239.9177
EUR,7/15/2021,233.1126,240.234
EUR,7/14/2021,232.2462,239.3406
EUR,7/13/2021,233.5065,241.1295
EUR,7/12/2021,233.7069,241.1356
EUR,7/9/2021,233.304,240.4245
EUR,7/8/2021,232.3774,239.4819
EUR,7/7/2021,233.0176,240.1379
EUR,7/6/2021,234.0005,241.1405
EUR,7/5/2021,233.3804,240.8073
EUR,7/2/2021,232.9338,240.5538
EUR,7/1/2021,233.5765,240.709
EUR,6/30/2021,234.1223,241.761
EUR,6/29/2021,234.7046,241.9864
EUR,6/28/2021,234.9134,242.1902
EUR,6/25/2021,235.2454,242.5373
EUR,6/23/2021,234.5605,242.2036
EUR,6/22/2021,234.6151,241.8713
EUR,6/21/2021,233.2892,240.8931
EUR,6/18/2021,234.8713,242.1358
EUR,6/17/2021,236.1525,243.7292
EUR,6/16/2021,238.4944,246.1995
EUR,6/15/2021,238.5617,246.1835
EUR,6/14/2021,238.0402,245.731
EUR,6/11/2021,239.8602,247.5092
EUR,6/10/2021,239.4682,247.1891
EUR,6/9/2021,239.7405,247.3866
EUR,6/8/2021,239.6491,247.3655
EUR,6/7/2021,239.6904,247.0656
EUR,6/4/2021,238.6406,246.1072
EUR,6/3/2021,240.9332,247.9712
EUR,6/2/2021,241.2474,248.2941
EUR,6/1/2021,241.3668,248.415
EUR,5/31/2021,240.7901,247.83
EUR,5/28/2021,240.5216,247.5574
EUR,5/25/2021,241.3329,248.3849
EUR,5/24/2021,240.3905,247.4243
EUR,5/21/2021,241.7469,248.4593
EUR,5/20/2021,239.9045,247.3765
EUR,5/19/2021,240.6335,247.8917
EUR,5/18/2021,239.6864,246.6438
EUR,5/17/2021,239.2875,246.4532
EUR,5/13/2021,237.7574,245.0039
EUR,5/12/2021,238.8127,245.1675
EUR,5/11/2021,239.1215,245.4918
EUR,5/10/2021,239.4485,245.6863
EUR,5/7/2021,237.2277,243.8777
EUR,5/6/2021,235.3953,242.4943
EUR,5/5/2021,233.211,241.3947
EUR,5/4/2021,234.2258,241.0167
EUR,5/3/2021,233.6182,240.6407
EUR,4/30/2021,235.4849,242.5525
EUR,4/29/2021,235.7877,242.8161
EUR,4/28/2021,234.4033,241.2896
EUR,4/27/2021,233.4294,240.7216
EUR,4/23/2021,230.2537,239.4947
EUR,4/22/2021,231.7657,240.9405
EUR,4/21/2021,233.996,242.6057
EUR,4/20/2021,229.5439,235.9148
EUR,4/19/2021,223.5543,230.2098
EUR,4/16/2021,232.9598,241.659
EUR,4/15/2021,238.3356,245.8497
EUR,4/12/2021,235.9324,242.9533
EUR,4/9/2021,235.9308,243.1128
EUR,4/8/2021,235.518,242.1778
EUR,4/7/2021,234.7038,241.4195
EUR,4/6/2021,232.9319,239.9963
EUR,4/5/2021,231.3073,238.3815
EUR,4/1/2021,230.3546,237.6821
EUR,3/31/2021,229.8744,237.4016
EUR,3/30/2021,231.9724,238.161
EUR,3/29/2021,232.3339,238.2552
EUR,3/26/2021,231.4562,238.0716
EUR,3/25/2021,232.2472,238.1682
EUR,3/24/2021,232.9637,238.9687
EUR,3/23/2021,233.9368,239.9739
EUR,3/22/2021,232.3628,238.3818
EUR,3/19/2021,232.212,238.771
EUR,3/18/2021,233.1295,241.9902
EUR,3/17/2021,233.9376,240.6677
EUR,3/16/2021,231.7773,239.4779
EUR,3/15/2021,232.2767,238.8382
EUR,3/12/2021,231.8751,238.6082
EUR,3/10/2021,230.5839,236.5146
EUR,3/9/2021,229.8974,235.954
EUR,3/8/2021,229.9072,236.8063
EUR,3/5/2021,230.9809,237.709
EUR,3/4/2021,233.2876,239.3693
EUR,3/3/2021,233.1015,239.8199
EUR,3/2/2021,231.1376,237.845
EUR,3/1/2021,231.888,238.6626
EUR,2/25/2021,233.5326,239.639
EUR,2/24/2021,232.9214,239.0328
EUR,2/23/2021,232.4452,238.785
EUR,2/22/2021,233.6952,239.8236
EUR,2/19/2021,233.6657,240.5025
EUR,2/18/2021,231.8116,239.395
EUR,2/17/2021,233.5846,240.9903
EUR,2/16/2021,234.5761,240.7226
EUR,2/15/2021,233.6053,239.5857
EUR,2/12/2021,232.1938,238.2858
EUR,2/11/2021,233.973,240.9759
EUR,2/10/2021,232.6843,240.057
EUR,2/9/2021,231.1213,237.9966
EUR,2/8/2021,229.7645,236.7012
EUR,2/5/2021,228.482,234.6503
EUR,2/3/2021,231.0596,238.8794
EUR,2/2/2021,229.5316,236.7631
EUR,2/1/2021,228.2932,234.8034
EUR,1/29/2021,229.1927,235.5134
EUR,1/27/2021,233.7095,241.8405
EUR,1/26/2021,234.5731,242.1688
EUR,1/25/2021,235.9899,243.5142
EUR,1/22/2021,236.1862,243.4036
EUR,1/21/2021,232.6594,240.318
EUR,1/20/2021,233.9688,241.3966
EUR,1/19/2021,231.1936,237.8727
EUR,1/18/2021,230.4325,237.3172
EUR,1/15/2021,231.5872,238.6519
EUR,1/13/2021,231.3253,237.4452
EUR,1/12/2021,229.6119,235.9768
EUR,1/11/2021,228.0735,235.1102
EUR,1/8/2021,237.847,234.2258
EUR,1/7/2021,230.2519,237.0256
EUR,1/6/2021,230.1819,236.5615
EUR,1/5/2021,229.1055,236.0804
EUR,1/4/2021,225.6029,233.5892
EUR,1/1/2021,224.9103,232.944
EUR,12/31/2020,225.5407,233.5264
EUR,12/30/2020,226.565,234.5707
EUR,12/28/2020,226.8394,235.7107
EUR,12/24/2020,229.6236,238.9572
EUR,12/23/2020,227.8963,235.9886
EUR,12/22/2020,227.1588,235.1091
EUR,12/21/2020,225.6041,233.4249
EUR,12/18/2020,226.0615,234.2493
EUR,12/17/2020,225.9438,233.8795
EUR,12/16/2020,223.8179,232.0689
EUR,12/15/2020,223.9447,231.7329
EUR,12/14/2020,222.6439,230.5063
EUR,12/11/2020,222.2769,229.9
EUR,12/10/2020,220.8595,228.5877
EUR,12/9/2020,221.8557,229.714
EUR,12/8/2020,221.8424,229.5892
EUR,12/7/2020,221.8934,229.6473
EUR,12/4/2020,222.0402,229.9054
EUR,12/3/2020,222.0416,229.9015
EUR,12/2/2020,220.6383,228.2353
EUR,12/1/2020,218.4127,225.8472
EUR,11/30/2020,218.3223,225.7683
EUR,11/27/2020,216.9359,224.3727
EUR,11/26/2020,217.6493,225.1775
EUR,11/25/2020,217.3269,224.7648
EUR,11/24/2020,215.8147,223.2357
EUR,11/23/2020,216.4103,223.9289
EUR,11/20/2020,215.9209,223.4341
EUR,11/19/2020,215.0417,222.5638
EUR,11/18/2020,215.8591,223.3849
EUR,11/17/2020,215.8102,223.4337
EUR,11/16/2020,215.0161,222.6346
EUR,11/13/2020,214.0317,221.6294
EUR,11/12/2020,213.6041,221.1817
EUR,11/11/2020,214.3962,222.0049
EUR,11/10/2020,214.5178,222.0459
EUR,11/9/2020,215.6369,223.1593
EUR,11/6/2020,214.1947,221.7869
EUR,11/5/2020,212.5337,220.0173
EUR,11/4/2020,211.0043,218.5362
EUR,11/3/2020,211.1834,218.6298
EUR,11/2/2020,210.9035,218.359
EUR,10/29/2020,212.8676,220.3647
EUR,10/28/2020,213.4041,220.892
EUR,10/27/2020,214.0473,221.6347
EUR,10/26/2020,214.2842,221.8879
EUR,10/23/2020,213.7369,221.3223
EUR,10/22/2020,214.4381,222.0465
EUR,10/21/2020,214.745,222.2613
EUR,10/20/2020,213.2539,220.7399
EUR,10/19/2020,212.1636,219.6417
EUR,10/16/2020,212.3403,219.8285
EUR,10/15/2020,213.2105,220.7831
EUR,10/14/2020,212.7396,220.2337
EUR,10/13/2020,213.5891,221.0882
EUR,10/12/2020,213.9765,221.4824
EUR,10/9/2020,213.212,220.7107
EUR,10/8/2020,213.221,220.7108
EUR,10/7/2020,212.8265,220.3209
EUR,10/6/2020,213.8969,221.4906
EUR,10/5/2020,212.8736,220.3702
EUR,10/2/2020,213.292,220.7824
EUR,9/30/2020,213.7154,221.2195
EUR,9/29/2020,212.6924,220.1783
EUR,9/28/2020,211.8658,219.3273
EUR,9/25/2020,212.3304,219.8545
EUR,9/24/2020,211.9634,219.5098
EUR,9/23/2020,212.6109,220.1364
EUR,9/22/2020,214.3713,221.9197
EUR,9/21/2020,216.1771,223.7562
EUR,9/18/2020,215.4987,223.0712
EUR,9/17/2020,213.8636,221.4556
EUR,9/16/2020,214.7341,222.3499
EUR,9/15/2020,215.3014,222.9265
EUR,9/14/2020,214.7747,222.3799
EUR,9/11/2020,214.7642,222.385
EUR,9/10/2020,214.2133,221.8197
EUR,9/9/2020,213.3319,220.9227
EUR,9/8/2020,214.2455,221.8617
EUR,9/7/2020,215.2957,222.9085
EUR,9/4/2020,215.7421,223.3692
EUR,9/3/2020,215.4307,223.0365
EUR,9/2/2020,217.5323,225.1715
EUR,8/31/2020,218.1091,225.7585
EUR,8/28/2020,216.3792,224.0016
EUR,8/27/2020,216.6397,224.2588
EUR,8/26/2020,216.4936,224.0948
EUR,8/25/2020,214.6493,222.1823
EUR,8/24/2020,213.9535,221.5421
EUR,8/21/2020,215.3869,223.0018
EUR,8/20/2020,216.2264,224.6626
EUR,8/19/2020,216.3445,223.8642
EUR,8/18/2020,214.6724,222.1653
EUR,8/17/2020,213.3753,221.0111
EUR,8/14/2020,212.3692,219.8272
EUR,8/13/2020,212.2976,219.7615
EUR,8/12/2020,212.0566,219.5061
EUR,8/11/2020,213.0812,220.6707
EUR,8/10/2020,214.6624,222.3881
EUR,8/7/2020,215.802,223.5464
EUR,8/6/2020,216.375,224.116
EUR,8/5/2020,215.4065,223.1349
EUR,8/4/2020,214.6228,222.336
EUR,7/31/2020,216.832,224.5957
EUR,7/30/2020,214.9281,222.6446
EUR,7/29/2020,214.0395,221.7474
EUR,7/28/2020,214.4485,222.121
EUR,7/27/2020,213.692,221.3619
EUR,7/24/2020,211.9845,219.6115
EUR,7/23/2020,211.2629,218.8808
EUR,7/22/2020,210.7153,218.3323
EUR,7/21/2020,209.2026,216.7904
EUR,7/20/2020,208.3583,216.04
EUR,7/17/2020,207.7579,215.4351
EUR,7/16/2020,208.2011,215.8775
EUR,7/15/2020,208.1896,215.851
EUR,7/14/2020,207.0102,214.6533
EUR,7/13/2020,206.6945,214.3267
EUR,7/10/2020,205.73,213.365
EUR,7/9/2020,207.0047,214.6529
EUR,7/8/2020,205.8876,213.4238
EUR,7/7/2020,206.4919,214.1296
EUR,7/6/2020,205.8787,213.4149
EUR,7/3/2020,205.5255,213.128
EUR,7/2/2020,205.7216,213.3647
EUR,7/1/2020,205.4439,213.0808
EUR,6/30/2020,205.6481,213.091
EUR,6/29/2020,205.4415,213.0897
EUR,6/26/2020,204.4685,212.0866
EUR,6/25/2020,205.9972,213.6489
EUR,6/24/2020,207.2998,214.9543
EUR,6/23/2020,206.2872,214.0374
EUR,6/22/2020,204.8528,212.5265
EUR,6/19/2020,205.2277,212.8638
EUR,6/18/2020,205.8748,213.2393
EUR,6/17/2020,205.7824,213.4976
EUR,6/16/2020,206.8888,214.7986
EUR,6/15/2020,204.6968,212.4703
EUR,6/12/2020,205.21,212.9993
EUR,6/11/2020,206.9142,214.7281
EUR,6/10/2020,206.0339,213.8328
EUR,6/9/2020,205.0927,212.941
EUR,6/8/2020,205.5323,213.2635
EUR,6/4/2020,204.5299,212.2883
EUR,6/3/2020,204.281,212.0845
EUR,6/2/2020,203.0575,210.7411
EUR,6/1/2020,203.3713,211.1374
EUR,5/29/2020,202.4524,210.1916
EUR,5/28/2020,201.2645,209.0015
EUR,5/27/2020,199.9856,207.691
EUR,5/26/2020,198.788,206.4953
EUR,5/22/2020,200.1482,207.6084
EUR,5/21/2020,200.8548,208.5599
EUR,5/20/2020,200.8659,208.5619
EUR,5/19/2020,200.4,208.0992
EUR,5/18/2020,198.9763,206.7643
EUR,5/15/2020,198.7427,206.3783
EUR,5/14/2020,199.2141,207.0113
EUR,5/13/2020,199.3715,207.638
EUR,5/12/2020,198.3551,206.292
EUR,5/11/2020,199.0578,207.3343
EUR,5/6/2020,201.4976,208.7604
EUR,5/5/2020,201.6793,210.2072
EUR,5/4/2020,205.437,213.221
EUR,4/30/2020,205.9998,213.8391
EUR,4/29/2020,204.9412,213.5993
EUR,4/28/2020,205.072,213.3681
EUR,4/27/2020,204.0707,213.4173
EUR,4/24/2020,204.0495,213.9831
EUR,4/23/2020,205.886,215.6474
EUR,4/22/2020,205.7307,215.9642
EUR,4/21/2020,204.9465,214.6035
EUR,4/20/2020,204.8441,214.5597
EUR,4/17/2020,203.619,213.4799
EUR,4/16/2020,204.7894,213.8269
EUR,4/15/2020,205.892,215.933
EUR,4/9/2020,209.6556,218.7427
EUR,4/8/2020,209.7687,218.8635
EUR,4/6/2020,207.8823,216.9264
EUR,4/3/2020,203.3382,211.6695
EUR,4/2/2020,204.1065,212.3575
EUR,4/1/2020,205.414,213.7149
EUR,3/31/2020,205.2684,213.5619
EUR,3/30/2020,206.5704,214.8919
EUR,3/27/2020,205.9475,213.7887
EUR,3/24/2020,199.8546,207.3458
EUR,3/20/2020,197.7215,205.1523
EUR,3/19/2020,199.2332,206.4447
EUR,3/18/2020,200.3023,207.5517
EUR,3/17/2020,202.6299,209.946
EUR,3/13/2020,201.431,208.5056
EUR,3/12/2020,203.1079,209.9965
EUR,3/11/2020,203.1788,210.04
EUR,3/10/2020,204.0564,210.9512
EUR,3/6/2020,200.7997,207.6238
EUR,3/5/2020,199.3264,206.1152
EUR,3/4/2020,199.8207,206.6204
EUR,3/3/2020,199.2367,206.0253
EUR,3/2/2020,197.6668,204.4078
EUR,2/28/2020,196.3633,203.0768
EUR,2/27/2020,194.7252,201.4027
EUR,2/26/2020,194.0725,200.7459
EUR,2/25/2020,193.9524,200.6124
EUR,2/24/2020,193.1725,199.8147
EUR,2/20/2020,193.042,199.6829
EUR,2/19/2020,192.7531,199.3916
EUR,2/18/2020,193.1847,199.8334
EUR,2/17/2020,193.2803,199.9313
EUR,2/14/2020,193.1889,199.842
EUR,2/13/2020,193.8263,200.4907
EUR,2/12/2020,194.6306,201.3232
EUR,2/11/2020,194.563,201.2565
EUR,2/10/2020,195.2705,201.9682
EUR,2/7/2020,195.8066,202.5192
EUR,2/6/2020,196.0653,202.7788
EUR,2/5/2020,196.8549,203.5865
EUR,2/3/2020,197.6346,204.3846
EUR,1/31/2020,196.7115,203.4507
EUR,1/30/2020,196.439,203.1622
EUR,1/29/2020,196.5301,203.2533
EUR,1/28/2020,196.617,203.3437
EUR,1/27/2020,196.7652,203.4947
EUR,1/24/2020,197.1288,203.868
EUR,1/23/2020,197.7018,204.4645
EUR,1/22/2020,197.5236,204.2827
EUR,1/21/2020,197.732,204.4977
EUR,1/20/2020,197.7493,204.5037
EUR,1/17/2020,198.4631,205.233
EUR,1/16/2020,198.9907,205.7807
EUR,1/14/2020,198.6694,205.455
EUR,1/13/2020,198.2887,205.0545
EUR,1/9/2020,198.4481,205.2147
EUR,1/8/2020,198.8393,205.6283
EUR,1/7/2020,199.4823,206.2778
EUR,1/6/2020,199.0001,205.7833
EUR,1/3/2020,199.0554,205.9536
EUR,1/2/2020,199.8047,206.6139
EUR,1/1/2020,199.9285,206.7367
EUR,12/31/2019,200.0786,206.8858
EUR,12/30/2019,199.7985,206.6089
EUR,12/27/2019,198.0875,204.8622
EUR,12/26/2019,197.6161,204.3674
EUR,12/24/2019,197.5259,204.2754
EUR,12/23/2019,197.1742,203.9183
EUR,12/20/2019,198.0972,204.9708
EUR,12/19/2019,198.0563,204.8191
EUR,12/18/2019,198.2145,204.9907
EUR,12/17/2019,198.3556,205.1262
EUR,12/16/2019,198.0805,204.846
EUR,12/13/2019,198.6258,205.3992
EUR,12/12/2019,198.3315,205.0988
EUR,12/10/2019,197.1888,203.9237
EUR,12/9/2019,196.929,203.6628
EUR,12/6/2019,198.0934,204.8572
EUR,12/5/2019,197.4799,204.2316
EUR,12/4/2019,197.6281,204.3772
EUR,12/3/2019,197.1608,203.9156
EUR,12/2/2019,195.8476,202.5617
EUR,11/29/2019,195.52,202.237
EUR,11/28/2019,195.6372,202.3482
EUR,11/27/2019,196.5521,203.2773
EUR,11/26/2019,195.6727,202.3881
EUR,11/25/2019,195.0159,201.7313
EUR,11/22/2019,195.3069,202.0214
EUR,11/21/2019,195.2182,201.9404
EUR,11/20/2019,195.1686,201.8802
EUR,11/19/2019,195.3557,202.0727
EUR,11/18/2019,195.5841,202.304
EUR,11/15/2019,195.4604,202.1712
EUR,11/14/2019,195.0475,201.7482
EUR,11/13/2019,195.4197,202.139
EUR,11/8/2019,196.3452,203.0846
EUR,11/7/2019,196.4927,203.2343
EUR,11/6/2019,196.3173,203.0593
EUR,11/5/2019,197.2751,204.0266
EUR,11/4/2019,198.8432,205.6238
EUR,11/1/2019,198.8946,205.6746
EUR,10/31/2019,199.0409,206.3151
EUR,10/30/2019,198.2092,204.9702
EUR,10/29/2019,197.906,204.6611
EUR,10/28/2019,197.4844,204.2322
EUR,10/25/2019,197.7811,204.5482
EUR,10/24/2019,198.5213,205.2923
EUR,10/23/2019,198.4663,205.2345
EUR,10/22/2019,199.1722,205.9556
EUR,10/21/2019,199.4872,206.2754
EUR,10/18/2019,198.9225,205.6846
EUR,10/17/2019,197.9842,204.7253
EUR,10/16/2019,197.1066,203.8317
EUR,10/15/2019,196.2139,202.9232
EUR,10/14/2019,195.7442,202.4442
EUR,10/11/2019,195.4618,202.1699
EUR,10/10/2019,194.9416,201.6304
EUR,10/9/2019,194.3824,201.0618
EUR,10/8/2019,195.051,201.7518
EUR,10/7/2019,195.768,202.4694
EUR,10/4/2019,195.8247,202.5265
EUR,10/3/2019,195.8201,202.5274
EUR,10/2/2019,195.957,202.6645
EUR,10/1/2019,194.7938,201.4766
EUR,9/30/2019,195.3925,202.0915
EUR,9/27/2019,195.095,201.7759
EUR,9/26/2019,195.5334,202.2287
EUR,9/25/2019,195.9379,202.6424
EUR,9/24/2019,195.9312,202.6388
EUR,9/23/2019,196.1587,202.8717
EUR,9/20/2019,196.5284,203.2603
EUR,9/19/2019,195.9664,202.6798
EUR,9/18/2019,196.4637,203.0414
EUR,9/17/2019,195.3121,201.8743
EUR,9/16/2019,196.3766,202.9629
EUR,9/12/2019,195.2509,201.8131
EUR,9/11/2019,195.9243,202.4889
EUR,9/10/2019,195.937,202.5015
EUR,9/9/2019,195.9445,202.515
EUR,9/6/2019,195.961,202.5361
EUR,9/5/2019,195.6791,202.2497
EUR,9/4/2019,194.3627,200.898
EUR,9/3/2019,193.3371,199.8601
EUR,9/2/2019,193.7091,200.2449
EUR,8/30/2019,195.8683,202.4444
EUR,8/29/2019,196.6031,203.1836
EUR,8/28/2019,195.9196,202.4849
EUR,8/27/2019,196.0824,202.6633
EUR,8/26/2019,196.8959,203.4949
EUR,8/23/2019,195.4107,201.9755
EUR,8/22/2019,194.8508,201.4045
EUR,8/21/2019,194.1366,200.6861
EUR,8/20/2019,193.3544,199.8836
EUR,8/19/2019,193.1299,199.6592
EUR,8/16/2019,193.2019,199.7363
EUR,8/15/2019,193.8122,200.3655
EUR,8/13/2019,194.6587,201.2192
EUR,8/9/2019,194.732,201.2957
EUR,8/8/2019,195.5905,202.1708
EUR,8/7/2019,195.6798,202.2582
EUR,8/6/2019,195.2425,201.8292
EUR,8/5/2019,193.112,199.6515
EUR,8/2/2019,192.2442,198.7544
EUR,8/1/2019,191.4601,197.9553
EUR,7/31/2019,193.2255,199.7739
EUR,7/30/2019,192.9304,199.4742
EUR,7/29/2019,192.7851,199.324
EUR,7/26/2019,193.054,199.6
EUR,7/25/2019,192.849,199.39
EUR,7/24/2019,192.7886,199.3298
EUR,7/23/2019,193.5816,200.1426
EUR,7/22/2019,193.7368,200.3033
EUR,7/19/2019,194.5327,201.119
EUR,7/18/2019,194.0195,200.5969
EUR,7/17/2019,193.5977,200.1693
EUR,7/15/2019,194.411,200.995
EUR,7/12/2019,194.3211,200.9036
EUR,7/11/2019,194.5094,201.1073
EUR,7/10/2019,193.5833,200.1469
EUR,7/9/2019,194.0451,200.6144
EUR,7/8/2019,194.2894,200.9797
EUR,7/5/2019,195.2424,201.9543
EUR,7/4/2019,195.3242,202.0501
EUR,7/3/2019,195.6015,202.3203
EUR,7/2/2019,195.481,202.1985
EUR,7/1/2019,196.8932,203.6444
EUR,6/28/2019,197.2812,204.0475
EUR,6/27/2019,197.1229,203.8835
EUR,6/26/2019,196.9113,203.669
EUR,6/25/2019,197.8317,204.6092
EUR,6/24/2019,197.614,204.5159
EUR,6/21/2019,196.238,203.1015
EUR,6/20/2019,195.5828,202.4428
EUR,6/19/2019,194.3877,201.2145
EUR,6/18/2019,194.9268,201.9876
EUR,6/17/2019,194.7314,201.7951
EUR,6/14/2019,195.5016,202.5807
EUR,6/13/2019,195.695,202.7772
EUR,6/12/2019,196.2963,203.3943
EUR,6/11/2019,195.9623,203.0518
EUR,6/10/2019,196.005,203.0953
EUR,6/7/2019,195.2066,202.2918
EUR,6/6/2019,194.5676,201.6342
